Laptop,Status,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Price,Brand_Acer,Brand_Alurin,Brand_Apple,Brand_Asus,Brand_Deep Gaming,Brand_Dell,Brand_Denver,Brand_Dynabook Toshiba,Brand_Gigabyte,Brand_HP,Brand_Innjoo,Brand_Jetwing,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Medion,Brand_Microsoft,Brand_Millenium,Brand_PcCom,Brand_Primux,Brand_Prixton,Brand_Razer,Brand_Realme,Brand_Samsung,Brand_Thomson,Brand_Toshiba,Brand_Vant,Cores,External VRAM
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 3 5300U/8 GB/256GB SSD/15.6""",New,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/8 GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 7,8,512,SSD,,15.6,No,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"MSI Pulse 15 B13VFK-448XES Intel Core i9-13900H/32GB/1TB SSD/RTX 4060/15.6""",New,Pulse,Intel Core i9,32,1000,SSD,RTX 4060,15.6,No,2399.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo IdeaPad 1 15ADA7 AMD 3020e/4GB/128GB SSD/15.6""",New,IdeaPad,AMD 3020e,4,128,SSD,,15.6,No,442.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,689.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1155G7/16 GB/512GB SSD/15.6""",New,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 1 15ADA7 AMD 3020e/4GB/256GB SSD/15.6""",New,IdeaPad,AMD 3020e,4,256,SSD,,15.6,No,321.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MSI Modern 15 B11M-043XES Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,Modern,Intel Core i5,8,512,SSD,,15.6,No,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS ZenBook 13 OLED UX325EA-KG448W Intel Core i7-1165G7/16GB/512GB SSD/13.3""",New,ZenBook,Intel Core i7,16,512,SSD,,13.3,No,1199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS TUF Gaming F15 FX506HF-HN004 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,No,949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4096
"ASUS VivoBook F1605PA-MB125W Intel Core i5-11300H/16GB/512GB SSD/16""",New,VivoBook,Intel Core i5,16,512,SSD,,16,No,799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Razer Blade 15 Advanced Model QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,3299.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/256GB SSD/15.6""",New,Akoya,AMD Ryzen 7,8,256,SSD,,15.6,No,478.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS ExpertBook B1 B1502CBA-EJ0469X Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,ExpertBook,Intel Core i5,8,256,SSD,,15.6,No,989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U/8 GB/256GB SSD/15.6""",New,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,439.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15S-eq2089ns AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,15S,AMD Ryzen 3,8,256,SSD,,15.6,No,529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS VivoBook F1605PA-MB143 Intel Core i7-11370H/8GB/512GB SSD/16""",New,VivoBook,Intel Core i7,8,512,SSD,,16,No,709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS Vivobook Go E1504FA-BQ204W AMD Ryzen 5 7520U/8GB/512GB SSD/Radeon 610M/15.6""",New,VivoBook,AMD Ryzen 5,8,512,SSD,610 M,15.6,No,509.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16GB/512GBSSD/15.6""",New,IdeaPad,Intel Core i7,16,512,SSD,,15.6,No,749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/8GB/512 GB SSD/15.6""",New,IdeaPad,AMD Ryzen 7,8,512,SSD,,15.6,No,589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 3 5300U/8GB/256 GB SSD/15.6""",New,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS VivoBook F1605PA-MB124W Intel Core i7-11370H/8GB/512GB SSD/16""",New,VivoBook,Intel Core i7,8,512,SSD,,16,No,819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS VivoBook F1605PA-MB146 Intel Core i5-11300H/8GB/512GB SSD/16""",New,VivoBook,Intel Core i5,8,512,SSD,,16,No,609.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS ZenBook 14 UM425QA-KI252 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,ZenBook,AMD Ryzen 7,16,512,SSD,,14,No,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Acer Aspire 3 A315-59-504M Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Aspire,Intel Core i5,16,512,SSD,,15.6,No,739.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i7-12700H/16GB/512GB SSD/RTX3060/15.6""",New,IdeaPad,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS VivoBook F1500EA-EJ3070W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,759.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 5,16,512,SSD,,15.6,No,729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1155G7/16GB/512GB SSD/15.6""",New,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 255 G9 AMD Athlon 3020e/8GB/256GB SSD/15.6""",New,255,AMD Athlon,8,256,SSD,,15.6,No,349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8 GB/256GBSSD/15.6""",New,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 255 G9 AMD Ryzen 5 5625U/16GB/512 GB SSD/15.6""",New,255,AMD Ryzen 5,16,512,SSD,,15.6,No,873.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 5 15ALC05 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS Chromebook CX1400CKA-EK0138 Intel Celeron N4500/8GB/64GB eMMC/14""",New,Chromebook,Intel Celeron,8,64,eMMC,,14,No,399.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/512GB SSD/RTX3050Ti/15.6""",New,Legion,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1079.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Azul",New,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16 GB/512GB SSD/14""",New,ThinkBook,Intel Core i5,16,512,SSD,,14,No,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MSI Pulse GL76 12UEK-828XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/17.3""",New,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Gris Espacial",New,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Acer Aspire 3 A317-53-53U0 Intel Core i5-1135G7/8GB/512GB SSD/17.3""",New,Aspire,Intel Core i5,8,512,SSD,,17.3,No,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MSI Raider GE68HX 13VF-045XES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/16""",New,Raider,Intel Core i9,32,1000,SSD,RTX 4060,16,No,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"HP 15S-fq4042ns Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,15S,Intel Core i7,8,512,SSD,,15.6,No,699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/512GB SSD/RTX3060/15.6""",New,Legion,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP ProBook 450 G8 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,ProBook,Intel Core i5,8,256,SSD,,15.6,No,739.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS VivoBook 15 F1500EA-EJ3021 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050Ti/15.6""",New,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"MSI Modern 14 C13M-447XES Intel Core i5-1335U/16GB/512GB SSD/14""",New,Modern,Intel Core i5,16,512,SSD,,14,No,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MSI Modern 14 C12M-017XES Intel Core i7-1255U/16GB/512GB SSD/14""",New,Modern,Intel Core i7,16,512,SSD,,14,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i7,16,512,SSD,,15.6,No,899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Pulse 15 B13VGK-433XES Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/15.6""",New,Pulse,Intel Core i9,32,1000,SSD,RTX 4070,15.6,No,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,12288
MSI Stealth 15 A13VF-028XES Intel Core i7-13620H/32GB/1TB SSD/RTX 4060/15.6'',New,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS Chromebook CX1400FKA-EC0078 Intel Celeron N4500/8GB/64GB eMMC/14"" Táctil",New,Chromebook,Intel Celeron,8,64,eMMC,,14,Yes,449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo V15 G2 ITL Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",New,V15,Intel Core i5,16,512,SSD,,15.6,No,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS Chromebook CX1400CNA-BV0210 Intel Celeron N3350/8GB/32GB/14""",New,Chromebook,Intel Celeron,8,32,,,14,No,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MSI Vector GP68HX 12VH-009XES Intel Core i9-12900HX/32GB/1TB SSD/RTX 4080/16""",New,Vector,Intel Core i9,32,1000,SSD,RTX 4080,16,No,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP 15S-fq5075ns Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,15S,Intel Core i5,8,512,SSD,,15.6,No,579.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Aspire 3 A315-59-56GV Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Aspire,Intel Core i5,8,512,SSD,,15.6,No,749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS ExpertBook P1512CEA-EJ0083X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,ExpertBook,Intel Core i3,8,256,SSD,,15.6,No,549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16GB/512GB SSD/RTX3050/15.6""",New,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS ZenBook 14 OLED UM3402YA-KM513 AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,ZenBook,AMD Ryzen 5,16,512,SSD,,14,No,969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16GB/512GB SSD/RTX3050/15.6""",New,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"Lenovo Legion 5 15ITH6H Intel Core i5-11400H/16GB/512GB SSD/RTX3060/15.6""",New,Legion,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,1319.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 5 5500U/16GB/512GB SSD/14"" Táctil",New,IdeaPad,AMD Ryzen 5,16,512,SSD,,14,Yes,799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Plata",New,MacBook Air,Apple M1,8,256,SSD,,13.3,No,1219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512GB SSD/GTX1650/15.6""",New,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Prestige 14H B12UCX-427XES Intel Core i7-12650H/32GB/1TB SSD/RTX 2050/14""",New,Prestige,Intel Core i7,32,1000,SSD,RTX 2050,14,No,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4096
"ASUS F515EA-EJ1858W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,F515,Intel Core i7,8,512,SSD,,15.6,No,839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte G5 KF-E3ES313SD Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",New,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",New,Chromebook,AMD Ryzen 3,8,128,SSD,,14,No,579.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 3510 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",New,Vostro,Intel Core i3,8,256,SSD,,15.6,No,599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",New,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",New,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"MSI Thin GF63 12UDX-042XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",New,IdeaPad,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,829.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",New,Legion,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1569.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP Essential 255 G8 AMD 3020e/8GB/256GB SSD/15.6""",New,255,AMD 3020e,8,256,SSD,,15.6,No,339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/GTX 1650/15.6""",New,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,779.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Medion Akoya E14301 AMD Ryzen 5 3500U/4GB/256GB SSD/14""",New,Akoya,AMD Ryzen 5,4,256,SSD,,14,No,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",New,VivoBook,Intel Core i3,8,256,SSD,,14,No,459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MSI Modern 14 C12M-077XES Intel Core i7-1255U/16GB/1TB SSD/14""",New,Modern,Intel Core i7,16,1000,SSD,,14,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS ROG Strix G15 G513RM-HQ012 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"MSI Modern 15 B13M-280XES Intel Core i5-1335U/16GB/512GB SSD/15.6""",New,Modern,Intel Core i5,16,512,SSD,,15.6,No,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15S-eq2091ns AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo Ideapad Duet 5 Chromebook Qualcomm Snapdragon 7c/8GB/128GB eMMC/13.3"" Táctil",New,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,,13.3,Yes,599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Acer Nitro 5 AN515-47-R5K6 AMD Ryzen 5 7535HS/16GB/1TB SSD/RTX 3050Ti/15.6""",New,Nitro,AMD Ryzen 5,16,1000,SSD,RTX 3050,15.6,No,1199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512 GB SSD/15.6""",New,V15,Intel Core i3,8,512,SSD,,15.6,No,449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MSI Prestige 16 Studio A13VF-042XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16,No,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP 15S-EQ1158NS AMD 3020e/4GB/128GB SSD/15.6""",New,15S,AMD 3020e,4,128,SSD,,15.6,No,379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",New,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,Gram,Intel Evo Core i7,16,512,SSD,,17,No,1799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
